"","Plot","species","year","DOY","Date","tot_buds","tot_flowers","tot_sen","tot_F","tot_NF","plot_id","DOYs","DOYsqs"
"4127","Sil1","Silene",2001,182,2001-07-01,45,155,0,155,45,1,-0.587208463173004,0.344813779222001
"4128","Sil1","Silene",2001,189,2001-07-08,3,158,39,158,42,1,-0.283464909812442,0.0803523550949758
"4129","Sil1","Silene",2001,196,2001-07-15,0,4,196,4,196,1,0.0202786435481203,0.000411223384151721
"4130","Sil1","Silene",2001,203,2001-07-22,0,0,200,0,200,1,0.324022196908683,0.104990384089529
"4131","Sil1","Silene",2001,210,2001-07-29,0,0,200,0,200,1,0.627765750269245,0.394089837211108
"4132","Sil1","Silene",2002,154,2002-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"4133","Sil1","Silene",2002,161,2002-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"4134","Sil1","Silene",2002,168,2002-06-17,178,14,0,14,178,1,-1.19469556989413,1.42729750472466
"4135","Sil1","Silene",2002,175,2002-06-24,76,122,2,122,78,1,-0.890952016533566,0.793795495765229
"4136","Sil1","Silene",2002,182,2002-07-01,15,115,68,115,83,1,-0.587208463173004,0.344813779222001
"4137","Sil1","Silene",2002,189,2002-07-08,0,5,185,5,185,1,-0.283464909812442,0.0803523550949758
"4138","Sil1","Silene",2002,196,2002-07-15,0,1,189,1,189,1,0.0202786435481203,0.000411223384151721
"4139","Sil1","Silene",2002,203,2002-07-22,0,0,148,0,148,1,0.324022196908683,0.104990384089529
"4140","Sil1","Silene",2002,210,2002-07-29,0,0,200,0,200,1,0.627765750269245,0.394089837211108
"4141","Sil1","Silene",2003,154,2003-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"4142","Sil1","Silene",2003,161,2003-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"4143","Sil1","Silene",2003,168,2003-06-17,0,0,0,0,0,1,-1.19469556989413,1.42729750472466
"4144","Sil1","Silene",2003,175,2003-06-24,183,0,0,0,183,1,-0.890952016533566,0.793795495765229
"4145","Sil1","Silene",2003,182,2003-07-01,100,100,0,100,100,1,-0.587208463173004,0.344813779222001
"4146","Sil1","Silene",2003,189,2003-07-08,3,143,54,143,57,1,-0.283464909812442,0.0803523550949758
"4147","Sil1","Silene",2003,196,2003-07-15,0,25,175,25,175,1,0.0202786435481203,0.000411223384151721
"4148","Sil1","Silene",2003,203,2003-07-22,0,0,200,0,200,1,0.324022196908683,0.104990384089529
"4149","Sil1","Silene",2004,155,2004-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4150","Sil1","Silene",2004,162,2004-06-10,0,0,0,0,0,1,-1.45504718706032,2.11716231657216
"4151","Sil1","Silene",2004,169,2004-06-17,151,49,3,49,154,1,-1.15130363369976,1.32550005697028
"4152","Sil1","Silene",2004,176,2004-06-24,43,132,69,132,112,1,-0.8475600803392,0.718358089784592
"4153","Sil1","Silene",2004,183,2004-07-01,23,6,212,6,235,1,-0.543816526978638,0.295736415015108
"4154","Sil1","Silene",2004,190,2004-07-08,2,0,222,0,224,1,-0.240072973618076,0.0576350326618254
"4155","Sil1","Silene",2005,155,2005-06-04,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4156","Sil1","Silene",2005,161,2005-06-10,127,0,0,0,127,1,-1.49843912325469,2.24531980610029
"4157","Sil1","Silene",2005,168,2005-06-17,41,159,0,159,41,1,-1.19469556989413,1.42729750472466
"4158","Sil1","Silene",2005,175,2005-06-24,10,117,74,117,84,1,-0.890952016533566,0.793795495765229
"4159","Sil1","Silene",2005,182,2005-07-01,0,37,163,37,163,1,-0.587208463173004,0.344813779222001
"4160","Sil1","Silene",2005,189,2005-07-08,0,4,196,4,196,1,-0.283464909812442,0.0803523550949758
"4161","Sil1","Silene",2005,196,2005-07-15,0,0,84,0,84,1,0.0202786435481203,0.000411223384151721
"4162","Sil1","Silene",2005,203,2005-07-22,0,0,83,0,83,1,0.324022196908683,0.104990384089529
"4163","Sil1","Silene",2005,210,2005-07-29,0,0,84,0,84,1,0.627765750269245,0.394089837211108
"4164","Sil1","Silene",2005,217,2005-08-05,0,0,84,0,84,1,0.931509303629807,0.867709582748888
"4165","Sil1","Silene",2005,224,2005-08-12,0,0,84,0,84,1,1.23525285699037,1.52584962070287
"4166","Sil1","Silene",2005,231,2005-08-19,0,0,84,0,84,1,1.53899641035093,2.36850995107305
"4167","Sil1","Silene",2005,238,2005-08-26,0,0,84,0,84,1,1.84273996371149,3.39569057385944
"4168","Sil1","Silene",2006,154,2006-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"4169","Sil1","Silene",2006,161,2006-06-10,200,0,0,0,200,1,-1.49843912325469,2.24531980610029
"4170","Sil1","Silene",2006,164,2006-06-13,353,10,0,10,353,1,-1.36826331467159,1.87214449827609
"4171","Sil1","Silene",2006,168,2006-06-17,282,139,2,139,284,1,-1.19469556989413,1.42729750472466
"4172","Sil1","Silene",2006,175,2006-06-24,56,285,87,285,143,1,-0.890952016533566,0.793795495765229
"4173","Sil1","Silene",2006,182,2006-07-01,21,144,265,144,286,1,-0.587208463173004,0.344813779222001
"4174","Sil1","Silene",2006,189,2006-07-08,2,5,403,5,405,1,-0.283464909812442,0.0803523550949758
"4175","Sil1","Silene",2006,196,2006-07-15,0,0,200,0,200,1,0.0202786435481203,0.000411223384151721
"4176","Sil1","Silene",2006,203,2006-07-22,0,0,200,0,200,1,0.324022196908683,0.104990384089529
"4177","Sil1","Silene",2006,210,2006-07-29,0,0,200,0,200,1,0.627765750269245,0.394089837211108
"4178","Sil1","Silene",2006,217,2006-08-05,2,2,196,2,198,1,0.931509303629807,0.867709582748888
"4179","Sil1","Silene",2006,224,2006-08-12,1,3,196,3,197,1,1.23525285699037,1.52584962070287
"4180","Sil1","Silene",2006,230,2006-08-18,0,3,197,3,197,1,1.49560447415657,2.23683274311714
"4181","Sil1","Silene",2006,238,2006-08-26,0,1,199,1,199,1,1.84273996371149,3.39569057385944
"4182","Sil1","Silene",2007,154,2007-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"4183","Sil1","Silene",2007,161,2007-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"4184","Sil1","Silene",2007,168,2007-06-17,48,2,0,2,48,1,-1.19469556989413,1.42729750472466
"4185","Sil1","Silene",2007,175,2007-06-24,23,57,1,57,24,1,-0.890952016533566,0.793795495765229
"4186","Sil1","Silene",2007,182,2007-07-01,0,27,29,27,29,1,-0.587208463173004,0.344813779222001
"4187","Sil1","Silene",2007,189,2007-07-08,0,0,14,0,14,1,-0.283464909812442,0.0803523550949758
"4188","Sil1","Silene",2007,196,2007-07-15,0,0,26,0,26,1,0.0202786435481203,0.000411223384151721
"4189","Sil1","Silene",2007,203,2007-07-22,0,0,84,0,84,1,0.324022196908683,0.104990384089529
"4190","Sil1","Silene",2007,210,2007-07-29,0,0,4,0,4,1,0.627765750269245,0.394089837211108
"4191","Sil1","Silene",2007,218,2007-08-06,0,0,4,0,4,1,0.974901239824173,0.95043242741071
"4192","Sil1","Silene",2007,224,2007-08-12,0,1,12,1,12,1,1.23525285699037,1.52584962070287
"4193","Sil1","Silene",2007,231,2007-08-19,0,0,39,0,39,1,1.53899641035093,2.36850995107305
"4194","Sil1","Silene",2007,238,2007-08-26,0,0,48,0,48,1,1.84273996371149,3.39569057385944
"4195","Sil1","Silene",2008,155,2008-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4196","Sil1","Silene",2008,162,2008-06-10,5,0,0,0,5,1,-1.45504718706032,2.11716231657216
"4197","Sil1","Silene",2008,169,2008-06-17,114,57,0,57,114,1,-1.15130363369976,1.32550005697028
"4198","Sil1","Silene",2008,176,2008-06-24,32,120,32,120,64,1,-0.8475600803392,0.718358089784592
"4199","Sil1","Silene",2008,183,2008-07-01,17,12,142,12,159,1,-0.543816526978638,0.295736415015108
"4200","Sil1","Silene",2008,190,2008-07-08,5,2,146,2,151,1,-0.240072973618076,0.0576350326618254
"4201","Sil1","Silene",2008,199,2008-07-17,0,0,91,0,91,1,0.150454452131218,0.0226365421661051
"4202","Sil1","Silene",2008,205,2008-07-23,3,0,100,0,103,1,0.410806069297415,0.168761626571592
"4203","Sil1","Silene",2008,211,2008-07-29,0,0,47,0,47,1,0.671157686463611,0.450452640099187
"4204","Sil1","Silene",2008,218,2008-08-05,0,0,45,0,45,1,0.974901239824173,0.95043242741071
"4205","Sil1","Silene",2008,225,2008-08-12,0,0,33,0,33,1,1.27864479318474,1.63493250713843
"4206","Sil1","Silene",2008,232,2008-08-19,0,0,115,0,115,1,1.5823883465453,2.50395287928236
"4207","Sil1","Silene",2009,154,2009-06-03,1,0,0,0,1,1,-1.80218267661525,3.24786239989212
"4208","Sil1","Silene",2009,161,2009-06-10,19,0,0,0,19,1,-1.49843912325469,2.24531980610029
"4209","Sil1","Silene",2009,169,2009-06-18,95,10,0,10,95,1,-1.15130363369976,1.32550005697028
"4210","Sil1","Silene",2009,175,2009-06-24,58,72,0,72,58,1,-0.890952016533566,0.793795495765229
"4211","Sil1","Silene",2009,183,2009-07-02,15,128,16,128,31,1,-0.543816526978638,0.295736415015108
"4212","Sil1","Silene",2009,189,2009-07-08,4,25,130,25,134,1,-0.283464909812442,0.0803523550949758
"4213","Sil1","Silene",2009,196,2009-07-15,0,0,159,0,159,1,0.0202786435481203,0.000411223384151721
"4214","Sil1","Silene",2009,205,2009-07-24,3,2,131,2,134,1,0.410806069297415,0.168761626571592
"4215","Sil1","Silene",2009,210,2009-07-29,5,8,131,8,136,1,0.627765750269245,0.394089837211108
"4216","Sil1","Silene",2009,218,2009-08-06,8,13,111,13,119,1,0.974901239824173,0.95043242741071
"4217","Sil1","Silene",2009,225,2009-08-13,8,7,131,7,139,1,1.27864479318474,1.63493250713843
"4218","Sil1","Silene",2009,231,2009-08-19,6,8,104,8,110,1,1.53899641035093,2.36850995107305
"4219","Sil1","Silene",2009,238,2009-08-26,9,5,7,5,16,1,1.84273996371149,3.39569057385944
"4220","Sil1","Silene",2010,154,2010-06-03,39,0,0,0,39,1,-1.80218267661525,3.24786239989212
"4221","Sil1","Silene",2010,161,2010-06-10,76,0,0,0,76,1,-1.49843912325469,2.24531980610029
"4222","Sil1","Silene",2010,168,2010-06-17,126,22,0,22,126,1,-1.19469556989413,1.42729750472466
"4223","Sil1","Silene",2010,175,2010-06-24,81,111,3,111,84,1,-0.890952016533566,0.793795495765229
"4224","Sil1","Silene",2010,183,2010-07-02,15,508,562,508,577,1,-0.543816526978638,0.295736415015108
"4225","Sil1","Silene",2010,189,2010-07-08,4,104,959,104,963,1,-0.283464909812442,0.0803523550949758
"4226","Sil1","Silene",2010,196,2010-07-15,0,3,323,3,323,1,0.0202786435481203,0.000411223384151721
"4227","Sil1","Silene",2010,203,2010-07-22,0,0,259,0,259,1,0.324022196908683,0.104990384089529
"4228","Sil1","Silene",2010,210,2010-07-29,0,0,231,0,231,1,0.627765750269245,0.394089837211108
"4229","Sil1","Silene",2010,216,2010-08-04,1,0,195,0,196,1,0.888117367435441,0.788752458340458
"4230","Sil1","Silene",2010,223,2010-08-11,6,6,223,6,229,1,1.191860920796,1.4205324545207
"4231","Sil1","Silene",2010,231,2010-08-19,4,7,202,7,206,1,1.53899641035093,2.36850995107305
"4232","Sil1","Silene",2010,237,2010-08-25,4,6,204,6,208,1,1.79934802751713,3.23765332412978
"4233","Sil1","Silene",2011,154,2011-06-03,1,0,0,0,1,1,-1.80218267661525,3.24786239989212
"4234","Sil1","Silene",2011,161,2011-06-10,87,0,0,0,87,1,-1.49843912325469,2.24531980610029
"4235","Sil1","Silene",2011,168,2011-06-17,135,20,0,20,135,1,-1.19469556989413,1.42729750472466
"4236","Sil1","Silene",2011,175,2011-06-24,48,149,90,149,138,1,-0.890952016533566,0.793795495765229
"4237","Sil1","Silene",2011,182,2011-07-01,7,73,131,73,138,1,-0.587208463173004,0.344813779222001
"4238","Sil1","Silene",2011,189,2011-07-08,0,1,186,1,186,1,-0.283464909812442,0.0803523550949758
"4239","Sil1","Silene",2011,196,2011-07-15,0,0,14,0,14,1,0.0202786435481203,0.000411223384151721
"4240","Sil1","Silene",2011,203,2011-07-22,3,0,196,0,199,1,0.324022196908683,0.104990384089529
"4241","Sil1","Silene",2011,210,2011-07-29,2,1,234,1,236,1,0.627765750269245,0.394089837211108
"4242","Sil1","Silene",2011,217,2011-08-05,2,0,203,0,205,1,0.931509303629807,0.867709582748888
"4243","Sil1","Silene",2011,224,2011-08-12,5,1,200,1,205,1,1.23525285699037,1.52584962070287
"4244","Sil1","Silene",2011,230,2011-08-18,1,0,211,0,212,1,1.49560447415657,2.23683274311714
"4245","Sil1","Silene",2011,238,2011-08-26,5,0,231,0,236,1,1.84273996371149,3.39569057385944
"4246","Sil1","Silene",2012,155,2012-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4247","Sil1","Silene",2012,162,2012-06-10,0,0,0,0,0,1,-1.45504718706032,2.11716231657216
"4248","Sil1","Silene",2012,169,2012-06-17,122,0,0,0,122,1,-1.15130363369976,1.32550005697028
"4249","Sil1","Silene",2012,177,2012-06-25,117,141,0,141,117,1,-0.804168144144834,0.646686404057347
"4250","Sil1","Silene",2012,184,2012-07-02,18,184,106,184,124,1,-0.500424590784272,0.250424771061606
"4251","Sil1","Silene",2012,191,2012-07-09,15,38,233,38,248,1,-0.19668103742371,0.0386834304820668
"4252","Sil1","Silene",2012,197,2012-07-15,1,5,251,5,252,1,0.0636705797424863,0.00405394272474431
"4253","Sil1","Silene",2012,204,2012-07-22,0,0,603,0,603,1,0.367414133103049,0.134993145203865
"4254","Sil1","Silene",2012,211,2012-07-29,0,0,169,0,169,1,0.671157686463611,0.450452640099187
"4255","Sil1","Silene",2012,218,2012-08-05,0,0,168,0,168,1,0.974901239824173,0.95043242741071
"4256","Sil1","Silene",2012,225,2012-08-12,4,2,213,2,217,1,1.27864479318474,1.63493250713843
"4257","Sil1","Silene",2012,232,2012-08-19,1,3,198,3,199,1,1.5823883465453,2.50395287928236
"4258","Sil1","Silene",2012,239,2012-08-26,1,2,199,2,200,1,1.88613189990586,3.55749354384249
"4259","Sil1","Silene",2013,154,2013-06-03,0,0,0,0,0,1,-1.80218267661525,3.24786239989212
"4260","Sil1","Silene",2013,161,2013-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"4261","Sil1","Silene",2013,168,2013-06-17,192,6,0,6,192,1,-1.19469556989413,1.42729750472466
"4262","Sil1","Silene",2013,175,2013-06-24,67,154,0,154,67,1,-0.890952016533566,0.793795495765229
"4263","Sil1","Silene",2013,182,2013-07-01,11,165,123,165,134,1,-0.587208463173004,0.344813779222001
"4264","Sil1","Silene",2013,189,2013-07-08,7,23,307,23,314,1,-0.283464909812442,0.0803523550949758
"4265","Sil1","Silene",2013,196,2013-07-15,2,1,251,1,253,1,0.0202786435481203,0.000411223384151721
"4266","Sil1","Silene",2013,203,2013-07-22,0,0,222,0,222,1,0.324022196908683,0.104990384089529
"4267","Sil1","Silene",2014,161,2014-06-10,0,0,0,0,0,1,-1.49843912325469,2.24531980610029
"4268","Sil1","Silene",2014,168,2014-06-17,31,0,0,0,31,1,-1.19469556989413,1.42729750472466
"4269","Sil1","Silene",2014,175,2014-06-24,140,14,0,14,140,1,-0.890952016533566,0.793795495765229
"4270","Sil1","Silene",2014,183,2014-07-02,95,121,0,121,95,1,-0.543816526978638,0.295736415015108
"4271","Sil1","Silene",2014,190,2014-07-09,44,169,7,169,51,1,-0.240072973618076,0.0576350326618254
"4272","Sil1","Silene",2014,197,2014-07-16,6,23,175,23,181,1,0.0636705797424863,0.00405394272474431
"4273","Sil1","Silene",2014,204,2014-07-23,0,3,196,3,196,1,0.367414133103049,0.134993145203865
"4274","Sil1","Silene",2014,211,2014-07-30,0,0,127,0,127,1,0.671157686463611,0.450452640099187
"4275","Sil1","Silene",2014,218,2014-08-06,0,0,168,0,168,1,0.974901239824173,0.95043242741071
"4276","Sil1","Silene",2014,225,2014-08-13,0,0,180,0,180,1,1.27864479318474,1.63493250713843
"4277","Sil1","Silene",2015,167,2015-06-16,0,0,0,0,0,1,-1.23808750608849,1.53286067273243
"4278","Sil1","Silene",2015,174,2015-06-23,0,0,0,0,0,1,-0.934343952727932,0.872998621999257
"4279","Sil1","Silene",2015,181,2015-06-30,250,1,0,1,250,1,-0.63060039936737,0.397656863682287
"4280","Sil1","Silene",2015,189,2015-07-08,121,168,0,168,121,1,-0.283464909812442,0.0803523550949758
"4281","Sil1","Silene",2015,194,2015-07-13,41,182,69,182,110,1,-0.0665052288406118,0.00442294546314214
"4282","Sil1","Silene",2015,201,2015-07-20,0,24,230,24,230,1,0.23723832451995,0.0562820226210333
"4283","Sil1","Silene",2015,208,2015-07-27,0,0,242,0,242,1,0.540981877880513,0.292661392195126
"4284","Sil1","Silene",2015,215,2015-08-03,0,0,200,0,200,1,0.844725431241075,0.71356105418542
"4285","Sil1","Silene",2015,222,2015-08-10,0,0,200,0,200,1,1.14846898460164,1.31898100859192
"4286","Sil1","Silene",2015,229,2015-08-17,0,0,200,0,200,1,1.4522125379622,2.10892125541461
"4287","Sil1","Silene",2015,236,2015-08-24,0,0,200,0,200,1,1.75595609132276,3.08338179465351
"4288","Sil1","Silene",2016,155,2016-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4289","Sil1","Silene",2016,162,2016-06-10,101,0,0,0,101,1,-1.45504718706032,2.11716231657216
"4290","Sil1","Silene",2016,169,2016-06-17,219,29,0,29,219,1,-1.15130363369976,1.32550005697028
"4291","Sil1","Silene",2016,176,2016-06-24,27,220,3,220,30,1,-0.8475600803392,0.718358089784592
"4292","Sil1","Silene",2016,183,2016-07-01,3,155,217,155,220,1,-0.543816526978638,0.295736415015108
"4293","Sil1","Silene",2016,190,2016-07-08,0,0,200,0,200,1,-0.240072973618076,0.0576350326618254
"4294","Sil1","Silene",2017,152,2017-06-01,0,0,0,0,0,1,-1.88896654900399,3.56819462325603
"4295","Sil1","Silene",2017,159,2017-06-08,8,0,0,0,8,1,-1.58522299564342,2.51293194591671
"4296","Sil1","Silene",2017,167,2017-06-16,89,0,0,0,89,1,-1.23808750608849,1.53286067273243
"4297","Sil1","Silene",2017,173,2017-06-22,197,3,0,3,197,1,-0.977735888922299,0.955967468486677
"4298","Sil1","Silene",2017,180,2017-06-29,95,132,0,132,95,1,-0.673992335561736,0.454265668395964
"4299","Sil1","Silene",2017,187,2017-07-06,38,176,0,176,38,1,-0.370248782201174,0.137084160721452
"4300","Sil1","Silene",2017,194,2017-07-13,0,140,42,140,42,1,-0.0665052288406118,0.00442294546314214
"4301","Sil1","Silene",2017,201,2017-07-20,0,1,166,1,166,1,0.23723832451995,0.0562820226210333
"4302","Sil1","Silene",2017,208,2017-07-27,0,0,200,0,200,1,0.540981877880513,0.292661392195126
"4303","Sil1","Silene",2018,162,2018-06-11,0,0,0,0,0,1,-1.45504718706032,2.11716231657216
"4304","Sil1","Silene",2018,166,2018-06-15,0,0,0,0,0,1,-1.28147944228286,1.64218956099359
"4305","Sil1","Silene",2018,172,2018-06-21,12,0,0,0,12,1,-1.02112782511666,1.04270203522749
"4306","Sil1","Silene",2018,179,2018-06-28,139,2,0,2,139,1,-0.717384271756102,0.514640193363033
"4307","Sil1","Silene",2018,186,2018-07-05,154,15,0,15,154,1,-0.41364071839554,0.171098643914778
"4308","Sil1","Silene",2018,193,2018-07-12,32,128,0,128,32,1,-0.109897165034978,0.0120773868827252
"4309","Sil1","Silene",2018,200,2018-07-19,13,47,107,47,120,1,0.193846388325584,0.0375764222668733
"4310","Sil1","Silene",2018,207,2018-07-26,0,6,157,6,157,1,0.497589941686147,0.247595750067223
"4311","Sil1","Silene",2018,214,2018-08-02,0,0,149,0,149,1,0.801333495046709,0.642135370283774
"4312","Sil1","Silene",2019,157,2019-06-06,0,0,0,0,0,1,-1.67200686803216,2.7956069667467
"4313","Sil1","Silene",2019,164,2019-06-13,179,11,0,11,179,1,-1.36826331467159,1.87214449827609
"4314","Sil1","Silene",2019,171,2019-06-20,201,87,0,87,201,1,-1.06451976131103,1.13320232222169
"4315","Sil1","Silene",2019,178,2019-06-27,29,188,38,188,67,1,-0.760776207950468,0.578780438583494
"4316","Sil1","Silene",2019,185,2019-07-04,2,31,204,31,206,1,-0.457032654589906,0.208878847361496
"4317","Sil1","Silene",2019,192,2019-07-11,0,0,197,0,197,1,-0.153289101229344,0.0234975485557
"4318","Sil1","Silene",2019,199,2019-07-18,0,1,195,1,195,1,0.150454452131218,0.0226365421661051
"4319","Sil1","Silene",2019,206,2019-07-25,1,0,175,0,176,1,0.454198005491781,0.206295828192712
"4320","Sil1","Silene",2019,213,2019-08-01,0,0,177,0,177,1,0.757941558852343,0.57447540663552
"4321","Sil1","Silene",2020,171,2020-06-19,153,92,0,92,153,1,-1.06451976131103,1.13320232222169
"4322","Sil1","Silene",2020,177,2020-06-25,34,179,32,179,66,1,-0.804168144144834,0.646686404057347
"4323","Sil1","Silene",2020,183,2020-07-01,4,113,209,113,213,1,-0.543816526978638,0.295736415015108
"4324","Sil1","Silene",2020,190,2020-07-08,0,10,255,10,255,1,-0.240072973618076,0.0576350326618254
"4325","Sil1","Silene",2020,197,2020-07-15,1,0,303,0,304,1,0.0636705797424863,0.00405394272474431
"4326","Sil1","Silene",2021,166,2021-06-15,337,45,0,45,337,1,-1.28147944228286,1.64218956099359
"4327","Sil1","Silene",2021,175,2021-06-24,22,235,28,235,50,1,-0.890952016533566,0.793795495765229
"4328","Sil1","Silene",2021,183,2021-07-02,4,59,287,59,291,1,-0.543816526978638,0.295736415015108
"4329","Sil1","Silene",2021,189,2021-07-08,0,0,239,0,239,1,-0.283464909812442,0.0803523550949758
"4330","Sil1","Silene",2022,153,2022-06-02,0,0,0,0,0,1,-1.84557461280962,3.40614565144738
"4331","Sil1","Silene",2022,160,2022-06-09,93,0,0,0,93,1,-1.54183105944906,2.3772430158818
"4332","Sil1","Silene",2022,167,2022-06-16,178,2,0,2,178,1,-1.23808750608849,1.53286067273243
"4333","Sil1","Silene",2022,175,2022-06-24,222,83,0,83,222,1,-0.890952016533566,0.793795495765229
"4334","Sil1","Silene",2022,181,2022-06-30,42,193,1,193,43,1,-0.63060039936737,0.397656863682287
"4335","Sil1","Silene",2022,188,2022-07-07,12,95,181,95,193,1,-0.326856846006808,0.106835397781518
"4336","Sil1","Silene",2022,195,2022-07-14,0,14,231,14,231,1,-0.0231132926462457,0.000534224296950997
"4337","Sil1","Silene",2023,158,2023-06-07,2,0,0,0,2,1,-1.62861493183779,2.65238659620501
"4338","Sil1","Silene",2023,165,2023-06-14,114,0,0,0,114,1,-1.32487137847723,1.75528416950815
"4339","Sil1","Silene",2023,172,2023-06-21,197,44,0,44,197,1,-1.02112782511666,1.04270203522749
"4340","Sil1","Silene",2023,179,2023-06-28,49,200,55,200,104,1,-0.717384271756102,0.514640193363033
"4341","Sil1","Silene",2023,187,2023-07-06,0,56,203,56,203,1,-0.370248782201174,0.137084160721452
"4342","Sil1","Silene",2024,155,2024-06-03,0,0,0,0,0,1,-1.75879074042089,3.09334486859025
"4343","Sil1","Silene",2024,163,2024-06-11,23,0,0,0,23,1,-1.41165525086596,1.99277054729743
"4344","Sil1","Silene",2024,170,2024-06-18,201,3,0,3,201,1,-1.1079116975054,1.22746832946929
"4345","Sil1","Silene",2024,178,2024-06-26,220,35,0,35,220,1,-0.760776207950468,0.578780438583494
"4346","Sil1","Silene",2024,184,2024-07-02,107,148,4,148,111,1,-0.500424590784272,0.250424771061606
"4347","Sil1","Silene",2024,191,2024-07-09,6,190,101,190,107,1,-0.19668103742371,0.0386834304820668
"4348","Sil1","Silene",2024,198,2024-07-16,0,27,240,27,240,1,0.107062515936852,0.0114623823187288
"4349","Sil2","Silene",1996,156,1996-06-04,0,0,0,0,0,2,-1.71539880422652,2.94259305754178
"4350","Sil2","Silene",1996,162,1996-06-10,0,0,0,0,0,2,-1.45504718706032,2.11716231657216
"4351","Sil2","Silene",1996,169,1996-06-17,93,33,0,33,93,2,-1.15130363369976,1.32550005697028
"4352","Sil2","Silene",1996,176,1996-06-24,29,103,11,103,40,2,-0.8475600803392,0.718358089784592
"4353","Sil2","Silene",1996,183,1996-07-01,32,67,63,67,95,2,-0.543816526978638,0.295736415015108
"4354","Sil2","Silene",1996,190,1996-07-08,0,26,98,26,98,2,-0.240072973618076,0.0576350326618254
"4355","Sil2","Silene",1996,197,1996-07-15,0,1,99,1,99,2,0.0636705797424863,0.00405394272474431
"4356","Sil2","Silene",1996,204,1996-07-22,0,0,100,0,100,2,0.367414133103049,0.134993145203865
"4357","Sil2","Silene",1997,154,1997-06-03,0,0,0,0,0,2,-1.80218267661525,3.24786239989212
"4358","Sil2","Silene",1997,161,1997-06-10,0,0,0,0,0,2,-1.49843912325469,2.24531980610029
"4359","Sil2","Silene",1997,168,1997-06-17,128,1,0,1,128,2,-1.19469556989413,1.42729750472466
"4360","Sil2","Silene",1997,175,1997-06-24,148,33,0,33,148,2,-0.890952016533566,0.793795495765229
"4361","Sil2","Silene",1997,182,1997-07-01,55,91,3,91,58,2,-0.587208463173004,0.344813779222001
"4362","Sil2","Silene",1997,189,1997-07-08,12,94,69,94,81,2,-0.283464909812442,0.0803523550949758
"4363","Sil2","Silene",1997,196,1997-07-15,5,48,105,48,110,2,0.0202786435481203,0.000411223384151721
"4364","Sil2","Silene",1997,203,1997-07-22,0,20,155,20,155,2,0.324022196908683,0.104990384089529
"4365","Sil2","Silene",1997,210,1997-07-29,0,6,247,6,247,2,0.627765750269245,0.394089837211108
"4366","Sil2","Silene",1997,217,1997-08-05,0,0,200,0,200,2,0.931509303629807,0.867709582748888
"4367","Sil2","Silene",1998,154,1998-06-03,0,0,0,0,0,2,-1.80218267661525,3.24786239989212
"4368","Sil2","Silene",1998,161,1998-06-10,0,0,0,0,0,2,-1.49843912325469,2.24531980610029
"4369","Sil2","Silene",1998,168,1998-06-17,0,0,0,0,0,2,-1.19469556989413,1.42729750472466
"4370","Sil2","Silene",1998,175,1998-06-24,16,0,0,0,16,2,-0.890952016533566,0.793795495765229
"4371","Sil2","Silene",1998,182,1998-07-01,40,40,0,40,40,2,-0.587208463173004,0.344813779222001
"4372","Sil2","Silene",1998,189,1998-07-08,21,67,83,67,104,2,-0.283464909812442,0.0803523550949758
"4373","Sil2","Silene",1998,196,1998-07-15,8,53,111,53,119,2,0.0202786435481203,0.000411223384151721
"4374","Sil2","Silene",1998,203,1998-07-22,0,10,160,10,160,2,0.324022196908683,0.104990384089529
"4375","Sil2","Silene",1999,152,1999-06-01,0,0,0,0,0,2,-1.88896654900399,3.56819462325603
"4376","Sil2","Silene",1999,154,1999-06-03,0,0,0,0,0,2,-1.80218267661525,3.24786239989212
"4377","Sil2","Silene",1999,161,1999-06-10,0,0,0,0,0,2,-1.49843912325469,2.24531980610029
"4378","Sil2","Silene",1999,168,1999-06-17,0,0,0,0,0,2,-1.19469556989413,1.42729750472466
"4379","Sil2","Silene",1999,175,1999-06-24,97,2,0,2,97,2,-0.890952016533566,0.793795495765229
"4380","Sil2","Silene",1999,182,1999-07-01,64,84,0,84,64,2,-0.587208463173004,0.344813779222001
"4381","Sil2","Silene",1999,189,1999-07-08,43,91,40,91,83,2,-0.283464909812442,0.0803523550949758
"4382","Sil2","Silene",1999,196,1999-07-15,9,45,125,45,134,2,0.0202786435481203,0.000411223384151721
"4383","Sil2","Silene",1999,203,1999-07-22,3,7,149,7,152,2,0.324022196908683,0.104990384089529
"4384","Sil2","Silene",1999,210,1999-07-29,0,0,150,0,150,2,0.627765750269245,0.394089837211108
